,Rank,Country,Name,Publisher,Category,Rating,Price,Rating_count,Date,Continent
1034,10,Russia,Дед Мороз: Видеозвонок,Yaroslav Myroniuk,Entertainment,1.0,99.0,1,2024-12-31,Europe/Asia
1035,11,Russia,Вращающийся,Dominic Rodemer,Entertainment,4.5,99.0,12,2024-12-31,Europe/Asia
1036,12,Russia,Blaze: Obstacle Course,Nickelodeon,Entertainment,5.0,249.0,1,2024-12-31,Europe/Asia
1037,13,Russia,Magic Fluids: visual art & fun,Mad Scientist,Entertainment,5.0,449.0,3,2024-12-31,Europe/Asia
1038,14,Russia,Little Friends Dance Studio AR,Fox and Sheep GmbH,Entertainment,0.0,349.0,0,2024-12-31,Europe/Asia
1039,15,Russia,Маленький Котенок: Моя Кошечка,Squeakosaurus ug & co. kg,Entertainment,4.3,499.0,1063,2024-12-31,Europe/Asia
1040,16,Russia,ЯСтар - Oldify - Old Face App,Apptly LLC,Entertainment,4.57,99.0,145,2024-12-31,Europe/Asia
1041,17,Russia,TimeLine - Travel back in time,Patrick Kunvatanagarn,Entertainment,4.94,2.0,18,2024-12-31,Europe/Asia
1042,18,Russia,OIIA CAT,Christian Navarrete,Entertainment,4.5,99.0,2,2024-12-31,Europe/Asia
1043,19,Russia,Countdown App,Ryan Boyling,Entertainment,3.2,99.0,1897,2024-12-31,Europe/Asia
1044,20,Russia,Shorts Blocker for YouTube,Yevhen Tretiakov,Entertainment,3.86,99.0,7,2024-12-31,Europe/Asia
1045,21,Russia,AVPlayer,EPLAYWORKS,Entertainment,3.73,249.0,420,2024-12-31,Europe/Asia
1046,22,Russia,Face Finder +,Mohammad Masri,Entertainment,0.0,199.0,0,2024-12-31,Europe/Asia
1047,23,Russia,Smart IPTV - TV and Movies OTT,Irfan Shah,Entertainment,0.0,349.0,0,2024-12-31,Europe/Asia
1048,24,Russia,ARGun2018,"ShenZhen Lenze Technology Co,.Ltd.",Entertainment,3.17,99.0,18,2024-12-31,Europe/Asia
1049,25,Russia,nPlayer Plus,Newin Inc.,Entertainment,4.61,799.0,1013,2024-12-31,Europe/Asia
1050,1,Russia,Английский за 24 дня,Sunspear Software LLC,Education,4.22,15.0,41,2024-12-30,Europe/Asia
1051,2,Russia,Ассистент – тестирование,Denis Butko,Education,4.59,99.0,457,2024-12-30,Europe/Asia
1052,3,Russia,Учим буквы весело!,ARAMAIS AYRAPETYAN,Education,4.39,349.0,6356,2024-12-30,Europe/Asia
1053,4,Russia,Полиглот - Английский язык,Axidep LLC,Education,4.84,99.0,5612,2024-12-30,Europe/Asia
1054,5,Russia,Полиглот 32 - Английский язык,Axidep LLC,Education,3.98,199.0,247,2024-12-30,Europe/Asia
1055,6,Russia,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,4.32,2.0,168,2024-12-30,Europe/Asia
1056,7,Russia,Star Walk 2 - Звезды на небе,Vito Technology Inc.,Education,4.84,249.0,3243,2024-12-30,Europe/Asia
1057,8,Russia,Смешные овощи! Развивающие игры для детей малышей,"DOG&FROG Educational preschool kids games for girls and boys, toddlers and babies",Education,4.58,349.0,66,2024-12-30,Europe/Asia
1058,9,Russia,Полиглот - Английские слова,Axidep LLC,Education,4.69,99.0,300,2024-12-30,Europe/Asia
1059,10,Russia,Аудирование - Английский язык,Axidep LLC,Education,4.81,199.0,251,2024-12-30,Europe/Asia
1060,11,Russia,Энциклопедия Мышки,Circus Atos,Education,4.72,449.0,232,2024-12-30,Europe/Asia
1061,12,Russia,"Мир Людей для Малышей, игра 1+",CLEVERBIT LTD,Education,4.2,349.0,1094,2024-12-30,Europe/Asia
1062,13,Russia,Кроссворды для детей,Lyubov Zhivova,Education,4.57,199.0,273,2024-12-30,Europe/Asia
1063,14,Russia,Official DVSA Theory Test Kit,TSO (The Stationery Office),Education,3.67,449.0,3,2024-12-30,Europe/Asia
1064,15,Russia,ВСПЫШ И ЧУДО-МАШИНКИ.,Nickelodeon,Education,3.11,349.0,9,2024-12-30,Europe/Asia
1065,16,Russia,БЖС Дельта тест 2025,Andrey Andreyev,Education,4.67,249.0,3,2024-12-30,Europe/Asia
1066,17,Russia,Детский сад Dr. Panda,Dr. Panda Ltd,Education,4.51,349.0,39,2024-12-30,Europe/Asia
1067,18,Russia,Учим цифры весело!,ARAMAIS AYRAPETYAN,Education,4.28,249.0,1481,2024-12-30,Europe/Asia
1068,19,Russia,Азбука со зверятами! Играем и учим буквы и цифры,"DOG&FROG Educational preschool kids games for girls and boys, toddlers and babies",Education,4.45,249.0,115,2024-12-30,Europe/Asia
1069,20,Russia,дом на дереве Dr. Panda и Toto,Dr. Panda Ltd,Education,4.25,349.0,24,2024-12-30,Europe/Asia
1070,21,Russia,Больница Dr. Panda,Dr. Panda Ltd,Education,4.92,349.0,12,2024-12-30,Europe/Asia
1071,22,Russia,Учим цвета весело!,ARAMAIS AYRAPETYAN,Education,4.25,199.0,1097,2024-12-30,Europe/Asia
1072,23,Russia,Star Rover - Stargazing Guide,寒飞 易,Education,4.66,199.0,35,2024-12-30,Europe/Asia
1073,24,Russia,Русско <> Азербайджанский Словарь,Andrey Fetisov,Education,3.67,99.0,3,2024-12-30,Europe/Asia
1074,25,Russia,Дельта тест: Танкеры Химовозы,Andrey Andreyev,Education,4.5,199.0,4,2024-12-30,Europe/Asia
1075,1,Russia,Английский за 24 дня,Sunspear Software LLC,Education,4.22,15.0,41,2024-12-31,Europe/Asia
1076,2,Russia,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,4.32,2.0,168,2024-12-31,Europe/Asia
1077,3,Russia,Ассистент – тестирование,Denis Butko,Education,4.59,99.0,457,2024-12-31,Europe/Asia
1078,4,Russia,Полиглот 32 - Английский язык,Axidep LLC,Education,3.98,199.0,247,2024-12-31,Europe/Asia
1079,5,Russia,Полиглот - Английский язык,Axidep LLC,Education,4.84,99.0,5612,2024-12-31,Europe/Asia
1080,6,Russia,Star Walk 2 - Звезды на небе,Vito Technology Inc.,Education,4.84,249.0,3243,2024-12-31,Europe/Asia
1081,7,Russia,Учим буквы весело!,ARAMAIS AYRAPETYAN,Education,4.39,349.0,6356,2024-12-31,Europe/Asia
1082,8,Russia,Аудирование - Английский язык,Axidep LLC,Education,4.81,199.0,251,2024-12-31,Europe/Asia
1083,9,Russia,Кроссворды для детей,Lyubov Zhivova,Education,4.57,199.0,273,2024-12-31,Europe/Asia
1084,10,Russia,SkyView®,Terminal Eleven LLC,Education,4.44,249.0,54,2024-12-31,Europe/Asia
1085,11,Russia,Составь слова!,Viacheslav Fonderkin,Education,2.13,249.0,32,2024-12-31,Europe/Asia
1086,12,Russia,Астрономия и звездное небо: Энциклопедия космоса,Vito Technology Inc.,Education,4.5,449.0,8,2024-12-31,Europe/Asia
1087,13,Russia,Movie Adventure – Киностудия,Fox and Sheep GmbH,Education,4.53,349.0,75,2024-12-31,Europe/Asia
1088,14,Russia,Электробезопасность тесты 2025,Andrey Andreyev,Education,4.61,249.0,539,2024-12-31,Europe/Asia
1089,15,Russia,Урок Слов,Alexander Kondrashov,Education,4.01,249.0,105,2024-12-31,Europe/Asia
1090,16,Russia,"Малыш учит Животных, полная",CLEVERBIT LTD,Education,4.14,349.0,1292,2024-12-31,Europe/Asia
1091,17,Russia,Toca Hair Salon 3,Toca Boca AB,Education,4.16,449.0,95,2024-12-31,Europe/Asia
1092,18,Russia,BRIO World — Железная дорога,Filimundus AB,Education,4.0,449.0,17,2024-12-31,Europe/Asia
1093,19,Russia,Изобретения Петсона 2,Filimundus AB,Education,4.0,249.0,4,2024-12-31,Europe/Asia
1094,20,Russia,Video Touch - Дикие Животные,SoundTouch Interactive LTD,Education,5.0,249.0,3,2024-12-31,Europe/Asia
1095,21,Russia,Video Touch - Музыка,SoundTouch Interactive LTD,Education,5.0,249.0,1,2024-12-31,Europe/Asia
1096,22,Russia,Четвертое измерение,Lunar Skydiving LLC,Education,4.91,249.0,624,2024-12-31,Europe/Asia
1097,23,Russia,Video Touch - Дикие Птицы,SoundTouch Interactive LTD,Education,5.0,249.0,2,2024-12-31,Europe/Asia
1098,24,Russia,Русско-таджикский и Таджикско-русский словари,Andrey Fetisov,Education,3.67,99.0,3,2024-12-31,Europe/Asia
1099,25,Russia,Arduino Programming Pro,ALG Software Lab,Education,5.0,449.0,1,2024-12-31,Europe/Asia
1100,1,Algeria,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,4.67,1.99,3,2024-12-30,Africa
1101,2,Algeria,Akinator VIP,Elokence,Entertainment,0.0,3.99,0,2024-12-30,Africa
1102,3,Algeria,VLC Streamer Pro,Hobbyist Software Limited,Entertainment,5.0,7.99,2,2024-12-30,Africa
1103,4,Algeria,737 Flight Simulator,Justyna Zablocka,Entertainment,0.0,1.99,0,2024-12-30,Africa
1104,5,Algeria,Little Kitten-Kids Pet Cat Sim,Squeakosaurus ug & co. kg,Entertainment,5.0,5.99,1,2024-12-30,Africa
1105,6,Algeria,AVPlayer,EPLAYWORKS,Entertainment,0.0,2.99,0,2024-12-30,Africa
1106,7,Algeria,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,5.0,2.99,1,2024-12-30,Africa
1107,8,Algeria,لقطات متستر,OTTO SRLS UNIPERSONALE,Entertainment,5.0,0.99,1,2024-12-30,Africa
1108,9,Algeria,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,2.0,4.99,1,2024-12-30,Africa
1109,10,Algeria,Tv-Box,Ahmet Kiremitci,Entertainment,0.0,5.99,0,2024-12-30,Africa
1110,11,Algeria,"Blackbox Pro for Dreambox, Vu+, Xtrend, TVHeadend and Others",Marcel Stegmann,Entertainment,0.0,4.99,0,2024-12-30,Africa
1111,12,Algeria,1500 Ringtones Unlimited - Download the best iPhone Ringtones,Mobgen Apps Inc,Entertainment,0.0,0.99,0,2024-12-30,Africa
1112,13,Algeria,Beardify - Beard Photo Booth,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-30,Africa
1113,14,Algeria,Baldify - Go Bald,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-30,Africa
1114,15,Algeria,Toca Hair Salon Me,Toca Boca AB,Entertainment,0.0,4.99,0,2024-12-30,Africa
1115,16,Algeria,GSE SMART IPTV PRO,droidvision,Entertainment,0.0,2.99,0,2024-12-30,Africa
1116,17,Algeria,StbEmuTV (Pro),Junaid Muhammad,Entertainment,0.0,8.99,0,2024-12-30,Africa
1117,18,Algeria,Flashing Police Lights,Georgi Zlatinov,Entertainment,0.0,0.99,0,2024-12-30,Africa
1118,19,Algeria,Oldify - Old Face App,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-30,Africa
1119,20,Algeria,Blower,Qneo,Entertainment,5.0,1.99,1,2024-12-30,Africa
1120,21,Algeria,iSTB,Nihal Ahmed,Entertainment,0.0,14.99,0,2024-12-30,Africa
1121,22,Algeria,nPlayer,Newin Inc.,Entertainment,0.0,4.99,0,2024-12-30,Africa
1122,23,Algeria,My PlayHome School,PlayHome Software Ltd,Entertainment,0.0,2.99,0,2024-12-30,Africa
1123,24,Algeria,XLR8,"2XL Games, Inc.",Entertainment,0.0,4.99,0,2024-12-30,Africa
1124,25,Algeria,8player Pro,8soft,Entertainment,0.0,4.99,0,2024-12-30,Africa
1125,1,Algeria,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,4.67,1.99,3,2024-12-31,Africa
1126,2,Algeria,Akinator VIP,Elokence,Entertainment,0.0,3.99,0,2024-12-31,Africa
1127,3,Algeria,VLC Streamer Pro,Hobbyist Software Limited,Entertainment,5.0,7.99,2,2024-12-31,Africa
1128,4,Algeria,737 Flight Simulator,Justyna Zablocka,Entertainment,0.0,1.99,0,2024-12-31,Africa
1129,5,Algeria,Little Kitten-Kids Pet Cat Sim,Squeakosaurus ug & co. kg,Entertainment,5.0,5.99,1,2024-12-31,Africa
1130,6,Algeria,AVPlayer,EPLAYWORKS,Entertainment,0.0,2.99,0,2024-12-31,Africa
1131,7,Algeria,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,5.0,2.99,1,2024-12-31,Africa
1132,8,Algeria,لقطات متستر,OTTO SRLS UNIPERSONALE,Entertainment,5.0,0.99,1,2024-12-31,Africa
1133,9,Algeria,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,2.0,4.99,1,2024-12-31,Africa
1134,10,Algeria,Tv-Box,Ahmet Kiremitci,Entertainment,0.0,5.99,0,2024-12-31,Africa
1135,11,Algeria,"Blackbox Pro for Dreambox, Vu+, Xtrend, TVHeadend and Others",Marcel Stegmann,Entertainment,0.0,4.99,0,2024-12-31,Africa
1136,12,Algeria,1500 Ringtones Unlimited - Download the best iPhone Ringtones,Mobgen Apps Inc,Entertainment,0.0,0.99,0,2024-12-31,Africa
1137,13,Algeria,Beardify - Beard Photo Booth,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-31,Africa
1138,14,Algeria,Baldify - Go Bald,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-31,Africa
1139,15,Algeria,Toca Hair Salon Me,Toca Boca AB,Entertainment,0.0,4.99,0,2024-12-31,Africa
1140,16,Algeria,GSE SMART IPTV PRO,droidvision,Entertainment,0.0,2.99,0,2024-12-31,Africa
1141,17,Algeria,StbEmuTV (Pro),Junaid Muhammad,Entertainment,0.0,8.99,0,2024-12-31,Africa
1142,18,Algeria,Flashing Police Lights,Georgi Zlatinov,Entertainment,0.0,0.99,0,2024-12-31,Africa
1143,19,Algeria,Oldify - Old Face App,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-31,Africa
1144,20,Algeria,Blower,Qneo,Entertainment,5.0,1.99,1,2024-12-31,Africa
1145,21,Algeria,iSTB,Nihal Ahmed,Entertainment,0.0,14.99,0,2024-12-31,Africa
1146,22,Algeria,nPlayer,Newin Inc.,Entertainment,0.0,4.99,0,2024-12-31,Africa
1147,23,Algeria,My PlayHome School,PlayHome Software Ltd,Entertainment,0.0,2.99,0,2024-12-31,Africa
1148,24,Algeria,XLR8,"2XL Games, Inc.",Entertainment,0.0,4.99,0,2024-12-31,Africa
1149,25,Algeria,8player Pro,8soft,Entertainment,0.0,4.99,0,2024-12-31,Africa
1150,1,Algeria,تعلم اللغة الانجليزية,mawuood alghzali,Education,0.0,2.99,0,2024-12-30,Africa
1151,2,Algeria,حفظ القرآن - إصدارة كاملة,BIGITEC GmbH,Education,4.2,5.99,5,2024-12-30,Africa
1152,3,Algeria,SkyView®,Terminal Eleven LLC,Education,0.0,2.99,0,2024-12-30,Africa
1153,4,Algeria,تعلم اللغة الإسبانية من الصفر,mawuood alghzali,Education,0.0,1.99,0,2024-12-30,Africa
1154,5,Algeria,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,0.0,24.99,0,2024-12-30,Africa
1155,6,Algeria,Coda Game - Make your Own Games,Filimundus AB,Education,0.0,2.99,0,2024-12-30,Africa
1156,7,Algeria,Star Walk 2: مراقبة السماء,Vito Technology Inc.,Education,4.33,2.99,6,2024-12-30,Africa
1157,8,Algeria,El Conjugador,Brewalan Le Dru,Education,0.0,0.99,0,2024-12-30,Africa
1158,9,Algeria,تعلم اللغة التركية,mawuood alghzali,Education,0.0,2.99,0,2024-12-30,Africa
1159,10,Algeria,جسم الإنسان من تايني بوب,Tinybop Inc.,Education,5.0,3.99,1,2024-12-30,Africa
1160,11,Algeria,StarMap 3D,Sanville Software,Education,2.0,1.99,1,2024-12-30,Africa
1161,12,Algeria,Conjugación verbos en español,Nealis,Education,0.0,0.99,0,2024-12-30,Africa
1162,13,Algeria,Solar Walk - استكشاف الكواكب,Vito Technology Inc.,Education,4.5,4.99,6,2024-12-30,Africa
1163,14,Algeria,Official Car/Bike DTT 2024,Prometric,Education,0.0,14.99,0,2024-12-30,Africa
1164,15,Algeria,Me: A Kid's Diary by Tinybop,Tinybop Inc.,Education,0.0,3.99,0,2024-12-30,Africa
1165,16,Algeria,Toca Hair Salon 3,Toca Boca AB,Education,0.0,4.99,0,2024-12-30,Africa
1166,17,Algeria,Architecture of Radio,Richard Vijgen,Education,0.0,2.99,0,2024-12-30,Africa
1167,18,Algeria,Solar Walk 2: استكشاف الفضاء,Vito Technology Inc.,Education,5.0,2.99,5,2024-12-30,Africa
1168,19,Algeria,My First Puzzles,Alexandre Minard,Education,0.0,1.99,0,2024-12-30,Africa
1169,20,Algeria,Nighty Night Circus,Fox and Sheep GmbH,Education,0.0,3.99,0,2024-12-30,Africa
1170,21,Algeria,"Conjugaison Français, Espagnol et Anglais",Le Conjugueur,Education,0.0,1.99,0,2024-12-30,Africa
1171,22,Algeria,toPhonetics Converter,Mu-sonic,Education,0.0,3.99,0,2024-12-30,Africa
1172,23,Algeria,English grammar lessons ESL,Petr Kulaty,Education,0.0,4.99,0,2024-12-30,Africa
1173,24,Algeria,Bugs and Numbers,"Little Bit Studio, LLC",Education,0.0,2.99,0,2024-12-30,Africa
1174,25,Algeria,La conjugaison française,Nealis,Education,0.0,0.99,0,2024-12-30,Africa
1175,1,Algeria,تعلم اللغة الانجليزية,mawuood alghzali,Education,0.0,2.99,0,2024-12-31,Africa
1176,2,Algeria,حفظ القرآن - إصدارة كاملة,BIGITEC GmbH,Education,4.2,5.99,5,2024-12-31,Africa
1177,3,Algeria,SkyView®,Terminal Eleven LLC,Education,0.0,2.99,0,2024-12-31,Africa
1178,4,Algeria,تعلم اللغة الإسبانية من الصفر,mawuood alghzali,Education,0.0,1.99,0,2024-12-31,Africa
1179,5,Algeria,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,0.0,24.99,0,2024-12-31,Africa
1180,6,Algeria,Star Walk 2: مراقبة السماء,Vito Technology Inc.,Education,4.33,2.99,6,2024-12-31,Africa
1181,7,Algeria,El Conjugador,Brewalan Le Dru,Education,0.0,0.99,0,2024-12-31,Africa
1182,8,Algeria,Coda Game - Make your Own Games,Filimundus AB,Education,0.0,2.99,0,2024-12-31,Africa
1183,9,Algeria,تعلم اللغة التركية,mawuood alghzali,Education,0.0,2.99,0,2024-12-31,Africa
1184,10,Algeria,جسم الإنسان من تايني بوب,Tinybop Inc.,Education,5.0,3.99,1,2024-12-31,Africa
1185,11,Algeria,Conjugación verbos en español,Nealis,Education,0.0,0.99,0,2024-12-31,Africa
1186,12,Algeria,Solar Walk - استكشاف الكواكب,Vito Technology Inc.,Education,4.5,4.99,6,2024-12-31,Africa
1187,13,Algeria,StarMap 3D,Sanville Software,Education,2.0,1.99,1,2024-12-31,Africa
1188,14,Algeria,Me: A Kid's Diary by Tinybop,Tinybop Inc.,Education,0.0,3.99,0,2024-12-31,Africa
1189,15,Algeria,Toca Hair Salon 3,Toca Boca AB,Education,0.0,4.99,0,2024-12-31,Africa
1190,16,Algeria,Architecture of Radio,Richard Vijgen,Education,0.0,2.99,0,2024-12-31,Africa
1191,17,Algeria,Solar Walk 2: استكشاف الفضاء,Vito Technology Inc.,Education,5.0,2.99,5,2024-12-31,Africa
1192,18,Algeria,Official Car/Bike DTT 2024,Prometric,Education,0.0,14.99,0,2024-12-31,Africa
1193,19,Algeria,My First Puzzles,Alexandre Minard,Education,0.0,1.99,0,2024-12-31,Africa
1194,20,Algeria,Nighty Night Circus,Fox and Sheep GmbH,Education,0.0,3.99,0,2024-12-31,Africa
1195,21,Algeria,"Conjugaison Français, Espagnol et Anglais",Le Conjugueur,Education,0.0,1.99,0,2024-12-31,Africa
1196,22,Algeria,toPhonetics Converter,Mu-sonic,Education,0.0,3.99,0,2024-12-31,Africa
1197,23,Algeria,English grammar lessons ESL,Petr Kulaty,Education,0.0,4.99,0,2024-12-31,Africa
1198,24,Algeria,Bugs and Numbers,"Little Bit Studio, LLC",Education,0.0,2.99,0,2024-12-31,Africa
1199,25,Algeria,La conjugaison française,Nealis,Education,0.0,0.99,0,2024-12-31,Africa
1200,1,Angola,VLC Streamer Pro,Hobbyist Software Limited,Entertainment,5.0,7.99,1,2024-12-30,Africa
1201,2,Angola,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,3.71,1.99,7,2024-12-30,Africa
1202,3,Angola,737 Flight Simulator,Justyna Zablocka,Entertainment,3.5,1.99,2,2024-12-30,Africa
1203,4,Angola,Pimp up for WhatsApp,Jan-Niklas FREUNDT,Entertainment,0.0,0.99,0,2024-12-30,Africa
1204,5,Angola,AVPlayer,EPLAYWORKS,Entertainment,0.0,2.99,0,2024-12-30,Africa
1205,6,Angola,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,5.0,2.99,1,2024-12-30,Africa
1206,7,Angola,Akinator VIP,Elokence,Entertainment,5.0,3.99,1,2024-12-30,Africa
1207,8,Angola,Oldify - Old Face App,Apptly LLC,Entertainment,5.0,0.99,1,2024-12-30,Africa
1208,9,Angola,GoodPlayer,"Wuhan TrustComputing IT Co., Ltd.",Entertainment,4.0,2.99,1,2024-12-30,Africa
1209,10,Angola,VLC Remote Pro!,Hobbyist Software Limited,Entertainment,0.0,19.99,0,2024-12-30,Africa
1210,11,Angola,Fish Fingers! 3D Interactive Aquarium,Useless Creations Pty Ltd,Entertainment,0.0,0.99,0,2024-12-30,Africa
1211,12,Angola,Catch Your Cheating Spouse: Spy Tools & Info 2017,MAJ Apps and Games LLC,Entertainment,0.0,1.99,0,2024-12-30,Africa
1212,13,Angola,Block vs Block,Oscar Tsang,Entertainment,3.0,7.0,3,2024-12-30,Africa
1213,14,Angola,Baldify - Go Bald,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-30,Africa
1214,15,Angola,IPTV Player Pro: play m3u file,Luong Hoang,Entertainment,5.0,9.99,1,2024-12-30,Africa
1215,16,Angola,Vampify - Turn into a Vampire,Apptly LLC,Entertainment,0.0,0.99,0,2024-12-30,Africa
1216,17,Angola,Custom Alert Tones & Sounds,Mobgen Apps Inc,Entertainment,0.0,0.99,0,2024-12-30,Africa
1217,18,Angola,Pocket God,Bolt Creative,Entertainment,0.0,0.99,0,2024-12-30,Africa
1218,19,Angola,Toca Hair Salon Me,Toca Boca AB,Entertainment,0.0,4.99,0,2024-12-30,Africa
1219,20,Angola,My PlayHome Stores,PlayHome Software Ltd,Entertainment,0.0,2.99,0,2024-12-30,Africa
1220,21,Angola,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,0.0,4.99,0,2024-12-30,Africa
1221,22,Angola,Blower,Qneo,Entertainment,5.0,1.99,2,2024-12-30,Africa
1222,23,Angola,GSE SMART IPTV PRO,droidvision,Entertainment,0.0,2.99,0,2024-12-30,Africa
1223,24,Angola,Laser Tape Measure,金萍 易,Entertainment,0.0,2.99,0,2024-12-30,Africa
1224,25,Angola,Keep Calm and Carry On,Dizzy Squirrel Limited,Entertainment,0.0,0.99,0,2024-12-30,Africa
1225,1,Angola,Decide Now! — Random Wheel,Catforce Studio,Entertainment,0.0,1.99,0,2024-12-31,Africa
1226,2,Angola,VLC Streamer Pro,Hobbyist Software Limited,Entertainment,5.0,7.99,1,2024-12-31,Africa
1227,3,Angola,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,3.71,1.99,7,2024-12-31,Africa
1228,4,Angola,737 Flight Simulator,Justyna Zablocka,Entertainment,3.5,1.99,2,2024-12-31,Africa
1229,5,Angola,Pimp up for WhatsApp,Jan-Niklas FREUNDT,Entertainment,0.0,0.99,0,2024-12-31,Africa
1230,6,Angola,AVPlayer,EPLAYWORKS,Entertainment,0.0,2.99,0,2024-12-31,Africa
1231,7,Angola,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,5.0,2.99,1,2024-12-31,Africa
1232,8,Angola,Akinator VIP,Elokence,Entertainment,5.0,3.99,1,2024-12-31,Africa
